Exit,Highway,County,Total_Accidents,Avg_Latitude,Avg_Longitude,County_old,Predicted_Accidents,Ratio
12,92,18,27,37.5593840741,-122.307912963,0,31.1428,0.866974067842
10,92,18,35,37.4833517143,-122.327094,0,27.6056,1.26785869534
24,92,19,247,37.6166480972,-122.123017692,24,194.6792,1.26875392954
11,92,18,27,37.5486011111,-122.317095926,0,30.5248,0.884526679945
14A,92,18,50,37.5477068,-122.2820608,0,46.3792,1.07806947942
09B,92,18,17,37.5287635294,-122.336987647,0,20.4454,0.831482876344
12C,92,18,51,37.5524819608,-122.300216275,0,43.6679,1.16790594464
13,92,18,42,37.5548147619,-122.290598571,0,43.6145,0.962982494354
25A,92,19,167,37.6255002395,-122.108837964,24,165.7374,1.00761807534
08,92,18,24,37.5298733333,-122.303050833,0,25.9778,0.923865762305
09A,92,18,9,37.4933855556,-122.31511,0,16.4008,0.548753719331
227,99,20,173,37.6451524855,-121.011500925,25,250.7544,0.689918103132
203,99,21,117,37.3655417094,-120.727564615,26,99.1179,1.18041241794
211,99,20,326,37.4634183129,-120.854099448,25,246.4876,1.32258174448
28,99,11,90,35.3637056667,-119.064563222,17,116.973,0.769408324998
297,99,13,52,38.5447701923,-121.469397885,19,228.3999,0.227670852746
226B,99,20,258,37.6338071318,-120.991820814,25,247.4267,1.04273305993
215,99,20,164,37.5314839634,-120.897551341,25,159.8346,1.02606069024
223,99,20,324,37.6009370988,-120.975244846,25,297.8165,1.08791823153
196,99,21,52,37.3422076923,-120.592489808,26,84.3407,0.616546934043
156,99,22,101,36.9311682178,-120.049349109,27,103.8513,0.972544397615
319,99,23,34,38.9902638235,-121.455599412,28,59.0349,0.575930508902
226A,99,20,108,37.6360984259,-121.001807037,25,155.8501,0.692973568833
387B,99,23,2,39.19846,-121.63744,28,4.2717,0.468197673058
220,99,20,358,37.5800802514,-120.95512324,25,313.5131,1.14189805785
159,99,22,89,37.0294164045,-120.140534719,27,99.0454,0.898577823907
225B,99,20,294,37.6292158844,-120.990456088,25,273.9358,1.07324416889
157,99,22,106,36.9836921698,-120.116221038,27,102.2546,1.03662818103
342,99,23,15,39.1022133333,-121.615587333,28,11.7956,1.27166061921
207,99,21,132,37.4004753788,-120.786153106,26,118.9389,1.1098135261
224,99,20,273,37.6010817949,-120.989239158,25,277.4842,0.983839800608
298B,99,13,1,38.55958,-121.47348,19,375.1034,0.00266593158047
201,99,21,49,37.3549293878,-120.706807551,26,68.4244,0.716118811418
115,99,12,58,36.4924191379,-119.593599138,18,71.8953,0.806728673502
39,99,11,56,35.5320023214,-119.194831071,17,77.9386,0.718514317681
144,99,22,112,36.8616673214,-119.935595536,27,109.0793,1.02677593274
387A,99,23,4,39.1806825,-121.573465,28,5.7737,0.692796646864
386,99,23,1,39.19056,-121.63648,28,3.8693,0.258444679916
37,99,11,99,35.476349798,-119.145777273,17,93.369,1.06030909617
214,99,20,101,37.4939720792,-120.875278416,25,123.9466,0.814867047583
44,99,11,130,35.6008917692,-119.198387308,17,109.8266,1.18368409839
213,99,20,104,37.4657620192,-120.854298365,25,158.6267,0.655627331338
230,99,20,294,37.6781239116,-121.052780986,25,288.2969,1.0197820372
147,99,22,113,36.9039659292,-120.009461593,27,108.9096,1.03755775432
114,99,12,47,36.5278502128,-119.582968511,18,72.9251,0.644496887903
218,99,20,181,37.5506162983,-120.93223337,25,199.0576,0.909284548794
225A,99,20,272,37.6041729044,-120.988268346,25,274.5247,0.99080337762
233,99,20,263,37.7076269202,-121.092536996,25,256.0689,1.02706732446
229,99,20,575,37.6530312696,-121.014895078,25,427.5156,1.34498015979
30,99,11,90,35.4089775556,-119.085060444,17,109.9976,0.818199669811
217,99,20,163,37.5405815951,-120.89600638,25,162.5025,1.00306149136
29,99,11,166,35.4171566867,-119.074416325,17,140.5484,1.18108779609
232,99,20,197,37.6814993401,-121.073386802,25,232.2848,0.848096819077
112,99,12,135,36.5027201481,-119.561214963,18,109.2062,1.23619354945
204,99,21,65,37.4161941538,-120.770768462,26,93.5371,0.694911430865
109,99,24,211,36.3633450711,-119.432666398,29,160.0476,1.31835778856
222,99,20,220,37.5853097727,-120.971565545,25,258.6634,0.850526205099
639B,101,25,5,40.383844,-123.842744,30,6.1783,0.809284107279
671,101,25,3,40.4394066667,-124.00049,30,5.1505,0.58246772158
377A,101,17,21,37.2295504762,-121.764614762,23,104.8097,0.200363134328
357,101,17,194,37.0400327835,-121.574001907,23,171.2481,1.13285928428
636,101,25,12,40.3502825,-123.867868333,30,9.4311,1.27238604193
347,101,26,2,36.89097,-121.55871,31,27.6216,0.0724071016885
251,101,27,12,35.8920141667,-120.847046667,3,28.9716,0.414198732552
132,101,28,117,34.5630205128,-120.211275641,4,108.9412,1.07397385011
282B,101,27,51,36.1766803922,-121.128942353,3,42.2584,1.20686064782
548A,101,29,8,39.13699125,-123.196275,32,9.3533,0.855313098051
433A,101,30,1,37.48479,-122.40331,33,48.9705,0.020420457214
667A,101,25,5,40.376104,-123.885524,30,6.2273,0.802916191608
196,101,31,104,35.2122583654,-120.685528269,5,103.2902,1.00687190072
260,101,27,14,35.9782864286,-120.904855,3,17.0901,0.819187716865
01B,101,2,91,34.0678428571,-118.223121648,8,178.8826,0.50871353614
386A,101,17,150,37.3637964,-121.851781267,23,175.6642,0.853901933348
462B,101,32,77,38.1093551948,-122.554203636,34,69.1639,1.11329754395
791,101,33,1,41.77493,-124.18645,35,20.0079,0.0499802577982
545,101,29,7,38.9371828571,-123.084174286,32,11.236,0.62299750801
360,101,17,164,37.0817089634,-121.576919451,23,160.2428,1.0234469193
193,101,31,134,35.1545730597,-120.68710403,5,114.9419,1.16580637696
680,101,25,2,40.499315,-124.09924,30,7.2243,0.276843431197
140A,101,28,12,34.5942741667,-120.180280833,4,64.2067,0.186896383088
555B,101,29,17,39.2206188235,-123.212061176,32,18.8337,0.902637293787
546,101,29,9,39.1197477778,-123.186356667,32,9.8447,0.914197486973
721,101,25,11,40.8376918182,-123.925938182,30,9.7832,1.12437648213
676,101,25,18,40.4427877778,-124.080523889,30,13.646,1.31906785871
722,101,25,19,40.9751173684,-124.113409474,30,18.3905,1.03314211142
71,101,34,214,34.2643949533,-119.227958692,2,241.0258,0.887871754808
377B,101,17,209,37.2526543541,-121.77542512,23,175.9014,1.1881656428
462A,101,32,82,38.0914280488,-122.555144756,34,64.085,1.27955059686
385B,101,17,306,37.3080704902,-121.818358627,23,278.5408,1.09858232618
422,101,18,88,37.5967868182,-122.383648977,0,70.2983,1.25180836521
373,101,17,309,37.2212726214,-121.737764045,23,222.8252,1.38673722721
62B,101,34,117,34.2390335897,-119.178617521,2,214.6676,0.545028686211
645,101,25,8,40.25051875,-123.74955625,30,7.7296,1.0349824053
01A,101,2,278,34.0483371583,-118.219746691,8,270.5333,1.02759992947
366,101,17,158,37.1370205696,-121.640375949,23,166.1059,0.951200408896
258,101,27,16,35.95864125,-120.8842925,3,17.8081,0.898467551283
330,101,27,66,36.7266460606,-121.642379848,3,57.0446,1.15698944335
72,101,34,319,34.3166170219,-119.364641285,2,274.5944,1.16171342169
718,101,25,22,40.9283290909,-124.112168182,30,19.9126,1.10482809879
716B,101,25,24,40.7341991667,-124.102212083,30,18.1667,1.3210984934
365,101,17,104,37.1189160577,-121.633433462,23,139.1362,0.747469026752
353,101,17,95,36.9661472632,-121.562050105,23,111.8633,0.849250826679
734,101,25,2,41.38598,-124.03962,30,3.9495,0.506393214331
278,101,27,17,36.1944988235,-121.034427647,3,21.8598,0.777683235894
282A,101,27,12,36.2140566667,-121.147226667,3,23.5047,0.510536190634
355,101,17,87,37.0412064368,-121.605694943,23,120.5943,0.721427132128
273,101,27,48,36.1585397917,-121.055788542,3,40.201,1.19400014925
719,101,25,15,40.9428346667,-124.115758667,30,16.0697,0.933433729317
728,101,25,6,41.0407816667,-124.11793,30,9.5289,0.629663444889
639A,101,25,1,40.1034,-123.79521,30,3.3837,0.295534474096
663,101,25,3,40.0215933333,-123.710966667,30,4.1406,0.724532676424
328,101,27,26,36.2888330769,-121.245368462,3,25.7809,1.00849853962
609,101,29,5,39.611664,-123.625128,32,8.0445,0.621542668904
731,101,25,5,41.125668,-124.15116,30,6.7259,0.743394935994
505,101,32,119,38.1378526891,-122.553048319,34,99.0963,1.20085210043
128,101,28,1387,34.4112607931,-119.648823634,4,916.6443,1.51312782941
244,101,27,20,35.8340465,-120.772992,3,34.5001,0.579708464613
362,101,17,251,37.1095188845,-121.610162311,23,199.8694,1.25582005049
557,101,29,21,39.3676942857,-123.313871429,32,21.5121,0.976194792698
271,101,27,17,36.1057758824,-121.018569412,3,22.1449,0.767671111633
460,101,32,11,38.0880572727,-122.555094545,34,34.525,0.318609703114
263,101,27,29,36.0690506897,-121.022022414,3,27.1499,1.0681438974
281,101,27,17,36.1978476471,-120.982183529,3,20.1314,0.844451950684
614,101,29,7,40.00531,-123.807462857,32,5.8987,1.18670215471
329,101,27,42,36.6921897619,-121.657314524,3,48.4227,0.867361795191
433B,101,30,7,37.7984514286,-122.448392857,33,30.5514,0.229122069692
549,101,29,29,39.1566131034,-123.224040345,32,22.8055,1.27162307338
252,101,27,64,35.9002054688,-120.843207812,3,49.3898,1.29581411547
423A,101,18,39,37.6021017949,-122.383497692,0,51.0206,0.764397125867
679,101,25,5,40.488754,-124.092318,30,6.2759,0.796698481493
642,101,25,9,40.1470655556,-123.718894444,30,7.1039,1.26690972564
345,101,26,60,36.9548095,-121.576425833,31,54.836,1.09417171201
63B,101,34,481,34.2541231809,-119.19619817,2,376.6265,1.27712733969
241A,101,31,141,35.2601697163,-120.661361277,5,114.6881,1.22942136107
371,101,17,138,37.1921913043,-121.704440362,23,198.8816,0.693880177955
139,101,28,11,34.5585290909,-120.027575455,4,59.8112,0.183912043229
356,101,17,172,37.0131780814,-121.568917326,23,161.5863,1.06444667648
195,101,31,81,35.2356292593,-120.695010247,5,92.4325,0.876315148892
367,101,17,380,37.1639472105,-121.667262553,23,294.7572,1.28919666763
723,101,25,15,40.9701033333,-124.119948667,30,14.8074,1.01300701001
625,101,29,4,39.95692,-123.76089,32,4.9855,0.802326747568
191B,101,31,37,35.1813240541,-120.652501351,5,68.3896,0.541017932551
674,101,25,6,40.4497483333,-124.045665,30,7.791,0.770119368502
245,101,27,63,35.8749846032,-120.838639683,3,55.0996,1.14338398101
78,101,34,159,34.3550498113,-119.420592201,2,200.0698,0.794722641798
548B,101,29,10,39.149721,-123.196365,32,11.4424,0.873942529539
02A,105,2,45,34.0152644444,-118.352156889,8,170.5599,0.263836927672
09,105,2,3619,33.9144206549,-118.17468089,8,2385.1037,1.51733444546
01D,105,2,38,33.9290821053,-118.365484737,8,250.0773,0.151953016127
02B,105,2,176,33.9005239773,-118.33694358,8,229.775,0.765966706561
05,105,2,618,33.936112767,-118.313737783,8,570.2837,1.08367116227
07B,105,2,696,33.9332621408,-118.261888118,8,640.5117,1.08663120439
03,105,2,382,33.907615288,-118.342042461,8,331.7717,1.15139416653
01,105,2,188,33.9109829787,-118.38896984,8,249.229,0.75432634244
07A,105,2,333,33.9132606907,-118.286911772,8,681.9437,0.488310105365
01A,110,2,128,33.7438527344,-118.285758125,8,202.8187,0.631105514432
27,118,34,231,34.2798969697,-118.699288571,2,230.4951,1.0021905021
37,118,2,346,34.2704697688,-118.528777081,8,321.4359,1.07641990207
24,118,34,137,34.2791759124,-118.746876715,2,154.4448,0.887048317587
23,118,34,169,34.2708770414,-118.759481361,2,179.2011,0.943074568181
28,118,34,110,34.27778,-118.677226636,2,136.8008,0.804088864977
41,118,2,274,34.2626211679,-118.477093248,8,319.3018,0.858122315627
38,118,2,378,34.2857045238,-118.515712381,8,333.0391,1.13500186615
18A,118,34,63,34.281578254,-118.84121254,2,99.6591,0.632155016451
25,118,34,287,34.2796763763,-118.716207178,2,253.0018,1.1343792811
29,118,34,147,34.2787615646,-118.66628102,2,161.4358,0.910578694441
42A,118,2,101,34.2645663366,-118.47130099,8,182.2186,0.554279310674
30,118,34,322,34.2685947826,-118.637724099,2,276.7662,1.16343686476
42B,118,2,593,34.2617545531,-118.456569157,8,439.7538,1.34848180959
40B,118,2,263,34.2708992015,-118.485562662,8,246.6488,1.06629345044
40A,118,2,164,34.271455122,-118.487728537,8,203.1715,0.807199828716
34,118,2,320,34.2744059688,-118.595319875,8,270.5496,1.18277757572
44B,118,2,210,34.2858285714,-118.442837333,8,194.814,1.0779512766
45,118,2,81,34.2830102469,-118.415718519,8,124.8618,0.64871722176
44C,118,2,146,34.3090235616,-118.422645479,8,165.307,0.883205187923
35,118,2,189,34.2886404762,-118.577326032,8,221.4191,0.853584898502
36,118,2,171,34.2728926901,-118.558533392,8,208.6592,0.819518142502
19B,118,34,313,34.299986869,-118.870979808,2,250.225,1.25087421321
22,118,34,110,34.2831354545,-118.779064091,2,130.5455,0.84261809101
44A,118,2,26,34.3612011538,-118.443561154,8,103.8025,0.250475662918
19A,118,34,150,34.2889814667,-118.8377208,2,150.9242,0.993876396231
01C,120,0,166,37.7860816265,-121.265027169,6,138.6852,1.19695540692
03,120,0,83,37.7887609639,-121.243231566,6,81.4737,1.0187336527
05,120,0,33,37.7893827273,-121.237619697,6,60.4069,0.546295207998
04,120,0,121,37.7754477686,-121.220269835,6,130.8132,0.92498310568
01,120,0,76,37.8061901316,-121.303256316,6,111.0826,0.684175559449
13,126,2,19,34.4233789474,-118.603462105,8,58.4763,0.324917958216
10,126,34,51,34.3407394118,-119.091733137,2,75.4802,0.675673885337
11,126,34,50,34.3412052,-119.0775856,2,70.0116,0.714167366551
0-,126,2,106,34.4252363208,-118.634686604,8,94.0489,1.12707325657
05,126,34,290,34.2989425517,-119.128590966,2,231.7233,1.25149262072
03,126,34,1,34.27246,-119.21383,2,85.3735,0.011713236543
09,126,34,122,34.3197055738,-119.099675738,2,149.0549,0.818490368314
13A,134,2,273,34.1718171062,-118.167091172,8,426.8194,0.639614787894
06,134,2,275,34.1771778182,-118.269097091,8,331.014,0.830780571215
04,134,2,196,34.1541520408,-118.286133265,8,233.0553,0.841002114091
08,134,2,418,34.1602106459,-118.235798421,8,340.2268,1.22859222142
05B,134,2,517,34.1667403482,-118.277364352,8,440.4587,1.17377633817
11,134,2,219,34.1490014612,-118.177125753,8,299.8812,0.730289194521
09A,134,2,52,34.1632571154,-118.218564423,8,181.7418,0.286120199096
07B,134,2,507,34.1702309665,-118.240469487,8,442.0875,1.14683179235
09B,134,2,423,34.145886643,-118.20824305,8,350.6943,1.20617871462
07A,134,2,247,34.1584044534,-118.261822551,8,271.9147,0.908373103771
11A,170,2,132,34.2321658333,-118.412798106,8,224.9515,0.586793153191
08C,170,2,443,34.2034122573,-118.40132912,8,424.8688,1.04267482103
06B,170,2,277,34.1688798917,-118.385725451,8,306.8109,0.902836242128
07,170,2,276,34.1777311594,-118.394332391,8,294.716,0.936494794989
05B,170,2,143,34.16019,-118.383866224,8,197.8888,0.722628061821
09C,170,2,551,34.2156351543,-118.402818475,8,462.3142,1.19183014495
10,170,2,178,34.2153686517,-118.414678652,8,247.0891,0.720387908653
08A,170,2,305,34.1820151148,-118.39366918,8,305.9255,0.996974753657
06A,170,2,362,34.164344337,-118.380991657,8,308.9861,1.17157373746
86,198,35,32,36.3186465625,-119.63802625,36,41.2538,0.775686118612
110,198,24,16,36.326844375,-119.21742625,29,32.1944,0.496980841389
87A,198,35,11,36.31493,-119.662177273,36,36.2064,0.303813690397
101,198,24,63,36.321551746,-119.397906984,29,67.3402,0.93554815697
79,198,35,42,36.2941328571,-119.761821667,36,43.0783,0.974968835818
84,198,35,84,36.3298357143,-119.610562619,36,72.1761,1.16382015653
73,198,35,2,36.383985,-119.6298,36,29.4344,0.0679477074444
81,198,35,95,36.315044,-119.703513158,36,76.6307,1.23971202142
105A,198,24,71,36.3246861972,-119.329325211,29,68.6887,1.03364891168
105B,198,24,109,36.3294734862,-119.295173486,29,93.2631,1.16873661716
87B,198,35,41,36.3216946341,-119.620443415,36,43.2649,0.947650404832
107B,198,24,64,36.3294735938,-119.264764062,29,71.6603,0.893102596556
77,198,35,32,36.2955096875,-119.777770937,36,39.0253,0.819980884196
107A,198,24,63,36.3268925397,-119.28723619,29,63.6092,0.990422769033
83,198,35,70,36.3116731429,-119.676276571,36,58.1279,1.20424099271
85,198,35,80,36.31586625,-119.656650625,36,65.1903,1.22717643576
108,198,24,47,36.3257291489,-119.247657021,29,49.7249,0.945200493113
02,205,0,58,37.6505494828,-121.49713931,6,118.619,0.488960453216
08,205,0,199,37.7483482915,-121.420618643,6,178.423,1.11532705985
06,205,0,226,37.7581808407,-121.469213451,6,198.3446,1.13943107097
04,205,0,198,37.7243969192,-121.47096803,6,182.3386,1.08589185175
22,215,16,163,33.834007362,-117.264610982,22,178.9399,0.910920370471
27B,215,16,254,33.8867705906,-117.296765,22,236.0853,1.07588231881
18,215,16,60,33.7751781667,-117.236395333,22,122.5696,0.48951779234
10,215,16,184,33.6888379891,-117.172906413,22,206.6862,0.890238438754
01,215,16,199,33.558269196,-117.186647839,22,204.1444,0.974800190453
25,215,16,206,33.8662574757,-117.273927913,22,196.7724,1.04689478809
19,215,16,282,33.7908845745,-117.244460957,22,244.8688,1.15163712159
27A,215,16,157,33.8927117197,-117.275618025,22,177.2417,0.885796062665
29,215,16,238,33.9591016387,-117.306539118,22,206.2125,1.15414923926
04,215,16,255,33.5979464706,-117.181701608,22,233.2855,1.09308122451
02,215,16,175,33.6259666857,-117.183046057,22,200.8713,0.871204597172
23,215,16,206,33.8810758738,-117.279164223,22,199.6886,1.03160621087
07,215,16,276,33.6559068478,-117.177215362,22,244.7342,1.12775411038
28,215,16,189,33.924954709,-117.281922169,22,186.635,1.01267179254
36,280,18,25,37.4732832,-122.3659232,0,25.5804,0.977310753546
34,280,18,28,37.5256517857,-122.3592575,0,26.171,1.06988651561
47A,280,18,159,37.5994445283,-122.454097799,0,122.7813,1.29498547417
01B,280,17,388,37.3260000258,-121.851947036,23,383.2813,1.0123113233
52,280,30,110,37.6533575455,-122.414864545,33,118.8261,0.925722547487
56,280,30,43,37.708792093,-122.369571628,33,60.3809,0.712145728202
54B,280,30,83,37.7031674699,-122.378664096,33,86.9537,0.95453097453
42,280,18,93,37.5431280645,-122.412196774,0,73.6939,1.26197690718
53,280,30,195,37.6790261538,-122.394444974,33,160.76,1.21298830555
40,280,18,2,37.595225,-122.41824,0,32.4131,0.0617034470631
05A,280,17,829,37.2977392521,-121.910381037,23,595.662,1.39172886637
46,280,18,60,37.6318746667,-122.440719333,0,68.7801,0.872345344075
04,280,17,43,37.30661,-121.869437907,23,226.1242,0.190160982327
55,280,30,56,37.6460360714,-122.372899464,33,78.6962,0.711597256284
50,280,30,225,37.6721562222,-122.426698667,33,188.392,1.19431823007
48,280,18,64,37.5909221875,-122.449817031,0,83.4718,0.766726008065
43B,280,18,177,37.5784811299,-122.43097322,0,153.3258,1.15440454248
24,280,18,104,37.41745375,-122.207722019,0,77.6255,1.33976592743
41,280,18,40,37.611437,-122.42650575,0,57.2138,0.699132027588
47B,280,18,43,37.6005090698,-122.46284814,0,73.4908,0.58510725152
39,280,18,12,37.5259108333,-122.366595833,0,19.0155,0.631064131892
51,280,30,106,37.7055679245,-122.432063491,33,114.4369,0.926274654417
43A,280,18,48,37.6126779167,-122.40619375,0,51.4958,0.932114852085
25,280,18,30,37.424517,-122.250868667,0,44.111,0.680102468772
03B,280,17,639,37.3164726291,-121.889613099,23,482.3966,1.32463620183
33,280,18,39,37.4566976923,-122.271181026,0,38.8585,1.00364141694
45,280,18,156,37.5705511538,-122.430320321,0,138.8001,1.12391849862
01A,280,17,562,37.3302818149,-121.839652829,23,478.2259,1.17517683588
03A,280,17,156,37.3229237821,-121.895845385,23,269.1385,0.579627217957
44,280,18,58,37.6210468966,-122.430874828,0,75.9639,0.763520567006
02A,280,17,364,37.3210991484,-121.860324863,23,362.0367,1.00542293088
58B,680,36,24,38.0998391667,-122.173878333,37,35.1162,0.683445247493
18B,680,19,261,37.5374111494,-121.854256092,24,197.6094,1.32078737145
02B,680,17,267,37.3757080899,-121.832653071,23,235.9298,1.13169256279
01B,680,17,70,37.3497814286,-121.803751857,23,155.877,0.449072024737
25,680,19,146,37.6518058219,-121.866180137,24,167.1887,0.873264760118
38,680,1,96,37.791151875,-121.977169583,7,125.631,0.764142608114
14,680,19,164,37.4745695122,-121.915816037,24,213.6185,0.767723769243
49B,680,1,34,37.9396408824,-122.063634118,7,28.4536,1.19492788259
31,680,1,215,37.7277367442,-121.942705023,7,199.3603,1.07844942047
48,680,1,12,37.9074741667,-122.06128,7,19.0165,0.631030946809
39,680,1,16,37.803745625,-121.92105125,7,65.8654,0.242919651289
04,680,17,140,37.3779685,-121.831152571,23,186.9831,0.748730767647
05,680,17,272,37.3883268015,-121.862565257,23,247.6266,1.09842803641
34,680,1,156,37.7646857692,-121.959601026,7,189.442,0.82347103599
21A,680,19,65,37.5352456923,-121.855379846,24,119.871,0.542249584971
36,680,1,409,37.7726630562,-121.976737457,7,304.293,1.34409927274
61,680,36,59,38.1263477966,-122.101217458,37,60.0164,0.983064629001
22,680,19,184,37.6111981522,-121.858987174,24,153.8541,1.19593822979
65,680,36,89,38.179888427,-122.121610112,37,81.0994,1.0974187232
12,680,19,332,37.4716090964,-121.910288614,24,289.6815,1.14608630513
49A,680,1,18,37.9424905556,-122.059860556,7,20.5209,0.877154510767
0-,680,19,189,37.4632104233,-121.899511217,24,196.7666,0.960528870245
08,680,17,133,37.43678,-121.882796917,23,161.5547,0.823250577049
60,680,36,47,38.0891614894,-122.116193617,37,45.2609,1.03842389347
40,680,1,15,37.83187,-122.004112,7,33.5076,0.447659635426
42,680,1,47,37.8578157447,-122.031283191,7,46.0284,1.0211087068
18A,680,19,126,37.5533201587,-121.889549683,24,129.1177,0.975853814001
16,680,19,146,37.540175411,-121.894478356,24,137.499,1.06182590419
06,680,17,239,37.4000698745,-121.863701841,23,235.252,1.0159318518
20,680,19,151,37.5720198013,-121.874973444,24,140.9571,1.07124791869
01C,680,17,104,37.3667203846,-121.818009231,23,156.7564,0.663449785782
01A,680,17,482,37.3395301452,-121.819982739,23,390.1932,1.23528549447
41,680,1,43,37.871885814,-122.005985349,7,45.8873,0.9370784509
43,680,1,53,37.8703277358,-122.041536604,7,48.0334,1.10339888494
63,680,36,63,38.1321903175,-122.116939524,37,63.8666,0.986431092308
26,680,19,205,37.6549665366,-121.906082878,24,216.4969,0.946895775413
21B,680,19,53,37.6275473585,-121.853567358,24,103.8241,0.510478780938
58A,680,36,25,38.0615768,-122.1286528,37,33.287,0.751043951092
02A,680,17,328,37.3712324695,-121.816647774,23,262.9727,1.24727775925
15,680,19,12,37.5987091667,-121.892714167,24,66.2696,0.181078503567
